operationtime,airline,flightnum,departureairport,arrivalairport,terminal,departure/arrival,origindate,codecontext,status_text,date,hour,weekday,is_weekend,route,status_group
2024-06-25 08:21:00,SF,1803,HME,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,HME-ALG,Arrived
2024-06-25 09:30:00,SF,1990,ALG,AZR,1,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-AZR,Departed
2024-06-25 14:31:00,SF,1991,AZR,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,AZR-ALG,Arrived
2024-06-25 20:40:00,AH,6194,ALG,CZL,1,Departure,2024-06-25,DEL,Delayed,2024-06-25,20,1,False,ALG-CZL,Delayed
2024-06-25 06:31:00,TO,7308,LYS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,LYS-ALG,Arrived
2024-06-25 08:00:00,TO,7309,ALG,LYS,4,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-LYS,Departed
2024-06-25 16:47:00,AF,7638,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,ORY-ALG,Arrived
2024-06-25 18:20:00,AF,7639,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-ORY,Departed
2024-06-25 06:29:00,AH,6231,TMR,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,TMR-ALG,Arrived
2024-06-25 13:55:00,AH,2007,MAD,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,MAD-ALG,Arrived
2024-06-25 07:20:00,AH,5324,BKO,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,7,1,False,BKO-ALG,Arrived
2024-06-25 23:30:00,AF,1354,CDG,ALG,4,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,CDG-ALG,Scheduled_OnTime
2024-06-25 15:46:00,AZ,800,FCO,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,15,1,False,FCO-ALG,Arrived
2024-06-25 17:10:00,AZ,801,ALG,FCO,4,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-FCO,Departed
2024-06-25 07:55:00,SF,3000,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,7,1,False,ALG-CDG,Departed
2024-06-25 14:31:00,SF,1517,HRM,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,HRM-ALG,Arrived
2024-06-25 14:40:00,SF,1919,HME,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,HME-ALG,Arrived
2024-06-25 06:42:00,AH,3019,IST,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,IST-ALG,Arrived
2024-06-25 08:14:00,AF,7540,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,ORY-ALG,Arrived
2024-06-25 09:55:00,AF,7541,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-ORY,Departed
2024-06-25 17:21:00,BA,2816,LGW,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,17,1,False,LGW-ALG,Arrived
2024-06-25 18:10:00,BA,2817,ALG,LGW,4,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,18,1,False,ALG-LGW,Scheduled_OnTime
2024-06-25 18:23:00,TO,7268,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,ORY-ALG,Arrived
2024-06-25 19:20:00,TO,7269,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-ORY,Departed
2024-06-25 08:14:00,TO,7300,NTE,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,NTE-ALG,Arrived
2024-06-25 09:35:00,TO,7301,ALG,NTE,4,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-NTE,Departed
2024-06-25 17:45:00,AH,2055,LHR,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,17,1,False,LHR-ALG,Arrived
2024-06-25 16:56:00,AH,2063,BRU,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,BRU-ALG,Arrived
2024-06-25 18:02:00,AH,3017,IST,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,IST-ALG,Arrived
2024-06-25 10:50:00,AH,4001,TUN,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,10,1,False,TUN-ALG,Arrived
2024-06-25 20:34:00,AH,4003,TUN,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,20,1,False,TUN-ALG,Arrived
2024-06-25 11:00:00,SF,1122,ALG,HME,1,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-HME,Departed
2024-06-25 08:30:00,SF,1100,ALG,HME,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-HME,Departed
2024-06-25 09:00:00,SF,1212,ALG,HME,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,9,1,False,ALG-HME,Scheduled_OnTime
2024-06-25 17:10:00,SF,1320,ALG,IAM,1,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-IAM,Departed
2024-06-25 10:45:00,TO,7264,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,10,1,False,ORY-ALG,Arrived
2024-06-25 12:10:00,TO,7265,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,12,1,False,ALG-ORY,Departed
2024-06-25 08:30:00,SF,1330,ALG,IAM,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-IAM,Departed
2024-06-25 08:00:00,SF,1516,ALG,HRM,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-HRM,Departed
2024-06-25 13:45:00,SF,1402,ALG,KRECHBA,1,Departure,2024-06-25,OFB,Departed,2024-06-25,13,1,False,ALG-KRECHBA,Departed
2024-06-25 18:15:00,SF,1802,ALG,HME,1,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-HME,Departed
2024-06-25 15:31:00,AH,6187,ORN,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,15,1,False,ORN-ALG,Arrived
2024-06-25 14:47:00,AH,1001,CDG,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,CDG-ALG,Arrived
2024-06-25 18:38:00,AH,1005,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,ORY-ALG,Arrived
2024-06-25 20:17:00,AH,1037,LYS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,20,1,False,LYS-ALG,Arrived
2024-06-25 13:08:00,AH,1045,TLS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,TLS-ALG,Arrived
2024-06-25 16:57:00,AH,1075,LIL,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,LIL-ALG,Arrived
2024-06-25 22:00:00,AH,1191,BOD,ALG,4,Arrival,2024-06-25,DEL,Delayed,2024-06-25,22,1,False,BOD-ALG,Delayed
2024-06-25 15:40:00,AH,1217,ETZ,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,15,1,False,ETZ-ALG,Arrived
2024-06-25 06:48:00,AH,6007,AAE,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,AAE-ALG,Arrived
2024-06-25 06:39:00,AH,6027,CZL,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,CZL-ALG,Arrived
2024-06-25 16:19:00,AF,1754,CDG,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,CDG-ALG,Arrived
2024-06-25 17:25:00,AF,1755,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-CDG,Departed
2024-06-25 12:55:00,EK,757,DXB,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,12,1,False,DXB-ALG,Arrived
2024-06-25 15:45:00,EK,758,ALG,DXB,4,Departure,2024-06-25,OFB,Departed,2024-06-25,15,1,False,ALG-DXB,Departed
2024-06-25 22:10:00,AH,6177,AAE,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,AAE-ALG,Scheduled_OnTime
2024-06-25 16:45:00,SF,1101,HME,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,HME-ALG,Arrived
2024-06-25 12:33:00,SF,1401,KRECHBA,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,12,1,False,KRECHBA-ALG,Arrived
2024-06-25 11:48:00,AF,1854,CDG,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,11,1,False,CDG-ALG,Arrived
2024-06-25 12:55:00,AF,1855,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,12,1,False,ALG-CDG,Departed
2024-06-25 14:32:00,QR,1379,DOH,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,DOH-ALG,Arrived
2024-06-25 15:40:00,QR,1380,ALG,DOH,4,Departure,2024-06-25,OFB,Departed,2024-06-25,15,1,False,ALG-DOH,Departed
2024-06-25 13:19:00,TU,374,TUN,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,TUN-ALG,Arrived
2024-06-25 14:35:00,TU,375,ALG,TUN,4,Departure,2024-06-25,OFB,Departed,2024-06-25,14,1,False,ALG-TUN,Departed
2024-06-25 19:00:00,SF,1858,ALG,TMR,1,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-TMR,Departed
2024-06-25 11:17:00,TO,7336,MPL,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,11,1,False,MPL-ALG,Arrived
2024-06-25 12:50:00,TO,7337,ALG,MPL,4,Departure,2024-06-25,OFB,Departed,2024-06-25,12,1,False,ALG-MPL,Departed
2024-06-25 07:22:00,TO,7260,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,7,1,False,ORY-ALG,Arrived
2024-06-25 08:45:00,TO,7261,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-ORY,Departed
2024-06-25 22:30:00,TO,7270,ORY,ALG,4,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,ORY-ALG,Scheduled_OnTime
2024-06-25 05:59:00,AH,4039,CAI,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,5,1,False,CAI-ALG,Arrived
2024-06-25 16:25:00,AH,6141,AZR,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,AZR-ALG,Arrived
2024-06-25 14:19:00,AH,6033,TEE,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,TEE-ALG,Arrived
2024-06-25 18:17:00,AH,6041,BSK,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,BSK-ALG,Arrived
2024-06-25 16:28:00,AH,6051,BJA,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,BJA-ALG,Arrived
2024-06-25 09:05:00,AH,6057,GJL,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,9,1,False,GJL-ALG,Arrived
2024-06-25 18:14:00,AH,6059,GJL,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,GJL-ALG,Arrived
2024-06-25 23:15:00,AH,6105,ORN,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,ORN-ALG,Scheduled_OnTime
2024-06-25 14:45:00,AH,6071,LOO,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,LOO-ALG,Arrived
2024-06-25 07:10:00,AH,6152,AZR,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,7,1,False,AZR-ALG,Arrived
2024-06-25 23:20:00,AH,6292,ALG,DJG,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,ALG-DJG,Scheduled_OnTime
2024-06-25 16:00:00,AH,6296,ALG,AZR,1,Departure,2024-06-25,OFB,Departed,2024-06-25,16,1,False,ALG-AZR,Departed
2024-06-25 14:54:00,AH,4063,DXB,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,DXB-ALG,Arrived
2024-06-25 10:30:00,AH,2006,ALG,MAD,4,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-MAD,Departed
2024-06-25 21:05:00,AH,6025,CZL,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,21,1,False,CZL-ALG,Scheduled_OnTime
2024-06-25 20:38:00,AH,6173,AAE,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,20,1,False,AAE-ALG,Arrived
2024-06-25 10:10:00,AH,6191,CZL,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,10,1,False,CZL-ALG,Scheduled_OnTime
2024-06-25 22:50:00,AH,6245,IAM,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,IAM-ALG,Scheduled_OnTime
2024-06-25 14:25:00,AH,6257,CZL,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,CZL-ALG,Arrived
2024-06-25 09:47:00,AH,6201,GHA,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,9,1,False,GHA-ALG,Arrived
2024-06-25 18:00:00,AH,6471,GHA,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,GHA-ALG,Arrived
2024-06-25 11:00:00,AH,2062,ALG,BRU,4,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-BRU,Departed
2024-06-25 11:15:00,AH,2070,ALG,FRA,4,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-FRA,Departed
2024-06-25 10:10:00,AH,3016,ALG,IST,4,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-IST,Departed
2024-06-25 04:10:00,AH,6143,AZR,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,4,1,False,AZR-ALG,Arrived
2024-06-25 22:10:00,AH,3018,ALG,IST,4,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,ALG-IST,Scheduled_OnTime
2024-06-25 07:45:00,AH,4000,ALG,TUN,4,Departure,2024-06-25,OFB,Departed,2024-06-25,7,1,False,ALG-TUN,Departed
2024-06-25 23:10:00,AH,6194,CZL,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,CZL-ALG,Scheduled_OnTime
2024-06-25 18:15:00,AH,2014,ALG,BCN,4,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-BCN,Departed
2024-06-25 18:57:00,AH,6217,OGX,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,18,1,False,OGX-ALG,Arrived
2024-06-25 11:10:00,AH,2024,ALG,FCO,4,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-FCO,Departed
2024-06-25 13:20:00,AH,6185,ORN,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,ORN-ALG,Arrived
2024-06-25 11:45:00,AH,2046,ALG,GVA,4,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-GVA,Departed
2024-06-25 11:20:00,AH,2054,ALG,LHR,4,Departure,2024-06-25,OFB,Departed,2024-06-25,11,1,False,ALG-LHR,Departed
2024-06-25 13:00:00,AH,2026,ALG,MXP,4,Departure,2024-06-25,OFB,Departed,2024-06-25,13,1,False,ALG-MXP,Departed
2024-06-25 10:45:00,AH,2700,ALG,YUL,4,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-YUL,Departed
2024-06-25 07:00:00,AH,2702,ALG,YUL,4,Departure,2024-06-25,OFB,Departed,2024-06-25,7,1,False,ALG-YUL,Departed
2024-06-25 19:45:00,AH,3014,ALG,IST,4,Departure,2024-06-25,DEL,Delayed,2024-06-25,19,1,False,ALG-IST,Delayed
2024-06-25 17:00:00,AH,6004,ALG,AAE,1,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-AAE,Departed
2024-06-25 17:20:00,AH,4002,ALG,TUN,4,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-TUN,Departed
2024-06-25 17:30:00,AH,6140,ALG,AZR,1,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-AZR,Departed
2024-06-25 09:35:00,AH,6216,ALG,OGX,1,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-OGX,Departed
2024-06-25 04:20:00,AH,3015,IST,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,4,1,False,IST-ALG,Arrived
2024-06-25 10:35:00,AH,6032,ALG,TEE,1,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-TEE,Departed
2024-06-25 09:56:00,AH,6181,ORN,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,9,1,False,ORN-ALG,Arrived
2024-06-25 13:47:00,AH,6193,CZL,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,CZL-ALG,Arrived
2024-06-25 22:55:00,AH,1013,CDG,ALG,4,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,CDG-ALG,Scheduled_OnTime
2024-06-25 17:05:00,AH,1021,MRS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,17,1,False,MRS-ALG,Arrived
2024-06-25 16:10:00,AH,6058,ALG,GJL,1,Departure,2024-06-25,OFB,Departed,2024-06-25,16,1,False,ALG-GJL,Departed
2024-06-25 11:30:00,AH,6070,ALG,LOO,1,Departure,2024-06-25,GCL,Boarding,2024-06-25,11,1,False,ALG-LOO,Boarding
2024-06-25 16:30:00,AH,6102,ALG,ORN,1,Departure,2024-06-25,OFB,Departed,2024-06-25,16,1,False,ALG-ORN,Departed
2024-06-25 15:14:00,AH,4079,DOH,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,15,1,False,DOH-ALG,Arrived
2024-06-25 08:30:00,AH,6156,ALG,TMX,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-TMX,Departed
2024-06-25 12:35:00,AH,6186,ALG,ORN,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,12,1,False,ALG-ORN,Scheduled_OnTime
2024-06-25 07:00:00,AH,6190,ALG,CZL,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,7,1,False,ALG-CZL,Scheduled_OnTime
2024-06-25 09:29:00,VY,7991,MRS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,9,1,False,MRS-ALG,Arrived
2024-06-25 10:55:00,VY,7990,ALG,MRS,4,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-MRS,Departed
2024-06-25 05:00:00,AH,5325,NIM,ALG,4,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,5,1,False,NIM-ALG,Scheduled_OnTime
2024-06-25 06:49:00,AH,6107,ORN,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,6,1,False,ORN-ALG,Arrived
2024-06-25 08:40:00,AH,6223,HME,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,HME-ALG,Arrived
2024-06-25 19:00:00,AH,6409,ELG,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,19,1,False,ELG-ALG,Arrived
2024-06-25 14:40:00,AH,1003,CDG,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,14,1,False,CDG-ALG,Arrived
2024-06-25 08:20:00,AH,1009,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,ORY-ALG,Arrived
2024-06-25 15:18:00,AH,1011,ORY,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,15,1,False,ORY-ALG,Arrived
2024-06-25 12:00:00,AH,1023,MRS,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,12,1,False,MRS-ALG,Arrived
2024-06-25 21:15:00,AH,1215,CDG,ALG,4,Arrival,2024-06-25,DEL,Delayed,2024-06-25,21,1,False,CDG-ALG,Delayed
2024-06-25 10:34:00,AH,1231,CDG,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,10,1,False,CDG-ALG,Arrived
2024-06-25 13:35:00,AH,6157,TMX,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,13,1,False,TMX-ALG,Arrived
2024-06-25 07:35:00,AH,6158,TIN,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,7,1,False,TIN-ALG,Arrived
2024-06-25 20:30:00,AH,4038,ALG,CAI,4,Departure,2024-06-25,DEL,Delayed,2024-06-25,20,1,False,ALG-CAI,Delayed
2024-06-25 20:10:00,AH,5010,ALG,DSS,4,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,20,1,False,ALG-DSS,Scheduled_OnTime
2024-06-25 20:10:00,AH,6026,ALG,CZL,1,Departure,2024-06-25,OFB,Departed,2024-06-25,20,1,False,ALG-CZL,Departed
2024-06-25 19:55:00,AH,6176,ALG,AAE,1,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-AAE,Departed
2024-06-25 20:15:00,AH,6226,ALG,HME,1,Departure,2024-06-25,OFB,Departed,2024-06-25,20,1,False,ALG-HME,Departed
2024-06-25 04:55:00,SV,3375,JED,ALG,2,Arrival,2024-06-25,ONB,Arrived,2024-06-25,4,1,False,JED-ALG,Arrived
2024-06-25 15:35:00,SV,340,ALG,JED,4,Departure,2024-06-25,OFB,Departed,2024-06-25,15,1,False,ALG-JED,Departed
2024-06-25 21:30:00,AH,6236,ALG,GHA,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,21,1,False,ALG-GHA,Scheduled_OnTime
2024-06-25 19:55:00,AH,6244,ALG,IAM,1,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-IAM,Departed
2024-06-25 22:00:00,AH,6238,ALG,TMR,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,ALG-TMR,Scheduled_OnTime
2024-06-25 23:25:00,AH,6227,HME,ALG,1,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,HME-ALG,Scheduled_OnTime
2024-06-25 08:20:00,AH,6256,ALG,CZL,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-CZL,Departed
2024-06-25 05:20:00,AH,6297,INZ,ALG,1,Arrival,2024-06-25,ONB,Arrived,2024-06-25,5,1,False,INZ-ALG,Arrived
2024-06-25 18:20:00,AH,6172,ALG,AAE,1,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-AAE,Departed
2024-06-25 20:40:00,AH,6184,ALG,ORN,1,Departure,2024-06-25,BST,Boarding,2024-06-25,20,1,False,ALG-ORN,Boarding
2024-06-25 08:55:00,AH,6470,ALG,GHA,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-GHA,Departed
2024-06-25 17:46:00,TB,3407,BRU,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,17,1,False,BRU-ALG,Arrived
2024-06-25 19:00:00,TB,3408,ALG,BRU,4,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-BRU,Departed
2024-06-25 23:27:00,TK,655,IST,ALG,4,Arrival,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,23,1,False,IST-ALG,Scheduled_OnTime
2024-06-25 16:46:00,TK,653,IST,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,16,1,False,IST-ALG,Arrived
2024-06-25 18:05:00,TK,654,ALG,IST,4,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-IST,Departed
2024-06-25 08:30:00,AH,1000,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-CDG,Departed
2024-06-25 12:20:00,AH,1004,ALG,ORY,4,Departure,2024-06-25,OFB,Departed,2024-06-25,12,1,False,ALG-ORY,Departed
2024-06-25 10:35:00,AH,1074,ALG,LIL,4,Departure,2024-06-25,OFB,Departed,2024-06-25,10,1,False,ALG-LIL,Departed
2024-06-25 07:44:00,AH,5319,ABJ,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,7,1,False,ABJ-ALG,Arrived
2024-06-25 12:39:00,XY,9472,MED,ALG,2,Arrival,2024-06-25,ONB,Arrived,2024-06-25,12,1,False,MED-ALG,Arrived
2024-06-25 14:45:00,AH,1214,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,14,1,False,ALG-CDG,Departed
2024-06-25 19:00:00,AH,1230,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,19,1,False,ALG-CDG,Departed
2024-06-25 21:30:00,AH,5326,ALG,BKO,4,Departure,2024-06-25,DEL,Delayed,2024-06-25,21,1,False,ALG-BKO,Delayed
2024-06-25 22:00:00,AH,6148,ALG,CBH,1,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,ALG-CBH,Scheduled_OnTime
2024-06-25 20:40:00,AH,6150,ALG,TIN,1,Departure,2024-06-25,BST,Boarding,2024-06-25,20,1,False,ALG-TIN,Boarding
2024-06-25 07:00:00,AH,6180,ALG,ORN,1,Departure,2024-06-25,OFB,Departed,2024-06-25,7,1,False,ALG-ORN,Departed
2024-06-25 11:15:00,AH,6192,ALG,CZL,1,Departure,2024-06-25,GCL,Boarding,2024-06-25,11,1,False,ALG-CZL,Boarding
2024-06-25 08:45:00,AH,6040,ALG,BSK,1,Departure,2024-06-25,OFB,Departed,2024-06-25,8,1,False,ALG-BSK,Departed
2024-06-25 15:10:00,AH,6050,ALG,BJA,1,Departure,2024-06-25,OFB,Departed,2024-06-25,15,1,False,ALG-BJA,Departed
2024-06-25 07:00:00,AH,6056,ALG,GJL,1,Departure,2024-06-25,OFB,Departed,2024-06-25,7,1,False,ALG-GJL,Departed
2024-06-25 18:15:00,AH,1012,ALG,CDG,4,Departure,2024-06-25,OFB,Departed,2024-06-25,18,1,False,ALG-CDG,Departed
2024-06-25 13:25:00,AH,1020,ALG,MRS,4,Departure,2024-06-25,OFB,Departed,2024-06-25,13,1,False,ALG-MRS,Departed
2024-06-25 08:27:00,V7,2438,BOD,ALG,4,Arrival,2024-06-25,ONB,Arrived,2024-06-25,8,1,False,BOD-ALG,Arrived
2024-06-25 09:55:00,V7,2439,ALG,BOD,4,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-BOD,Departed
2024-06-25 09:30:00,AH,1044,ALG,TLS,4,Departure,2024-06-25,OFB,Departed,2024-06-25,9,1,False,ALG-TLS,Departed
2024-06-25 17:15:00,AH,1190,ALG,BOD,4,Departure,2024-06-25,OFB,Departed,2024-06-25,17,1,False,ALG-BOD,Departed
2024-06-25 22:05:00,AH,4062,ALG,DXB,4,Departure,2024-06-25,SCT,Scheduled_OnTime,2024-06-25,22,1,False,ALG-DXB,Scheduled_OnTime
2024-06-25 06:30:00,AH,6012,ALG,CZL,1,Departure,2024-06-25,OFB,Departed,2024-06-25,6,1,False,ALG-CZL,Departed
